Log		avg_mem	avg_stacksize	avg_totalsize	cmd	context_swaps	exitcode	forced_context_switches	fs_input	fs_output	max_mem	page_faults_majors	page_faults_minor	pagesize	rcpu	shmem	signals_rx	socket_messages_rx	socket_messages_tx	stime	unsharedmem	utime	vol_context_switches	wall
Makefile.1379012540.8884		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-18.pairwise -d 120916 -c 9 -x 18 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29504	0	14192	4096	28%	0	0	0	0	0.07	0	0.68	227	0:02.72
Makefile.1379012543.3312		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-19.pairwise -d 120916 -c 9 -x 19 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14207	4096	35%	0	0	0	0	0.07	0	0.76	178	0:02.34
Makefile.1379012545.6189		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-20.pairwise -d 120916 -c 9 -x 20 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14202	4096	40%	0	0	0	0	0.07	0	0.93	166	0:02.46
Makefile.1379012548.3351		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-21.pairwise -d 120916 -c 9 -x 21 -s 120916 -l 120916.int.bed"	0	0	43	0	38328	29488	0	14202	4096	33%	0	0	0	0	0.06	0	0.69	220	0:02.22
Makefile.1379012550.3024		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr9-22.pairwise -d 120916 -c 9 -x 22 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14199	4096	33%	0	0	0	0	0.06	0	0.70	178	0:02.29
Makefile.1379012552.27062		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-1.pairwise -d 120916 -c 10 -x 1 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14199	4096	33%	0	0	0	0	0.05	0	0.70	185	0:02.27
Makefile.1379012555.24266		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-2.pairwise -d 120916 -c 10 -x 2 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14192	4096	39%	0	0	0	0	0.07	0	0.76	183	0:02.14
Makefile.1379012557.32676		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-3.pairwise -d 120916 -c 10 -x 3 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14200	4096	38%	0	0	0	0	0.06	0	0.69	178	0:01.98
Makefile.1379012559.30497		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-4.pairwise -d 120916 -c 10 -x 4 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14181	4096	31%	0	0	0	0	0.08	0	0.74	181	0:02.60
Makefile.1379012562.30569		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-5.pairwise -d 120916 -c 10 -x 5 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29472	0	14201	4096	31%	0	0	0	0	0.05	0	0.70	177	0:02.40
Makefile.1379012564.24573		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-6.pairwise -d 120916 -c 10 -x 6 -s 120916 -l 120916.int.bed"	0	0	33	0	38328	29472	0	14196	4096	43%	0	0	0	0	0.08	0	0.71	198	0:01.82
Makefile.1379012566.9124		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-7.pairwise -d 120916 -c 10 -x 7 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29472	0	14186	4096	31%	0	0	0	0	0.07	0	0.68	193	0:02.36
Makefile.1379012568.5487		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-8.pairwise -d 120916 -c 10 -x 8 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29504	0	14198	4096	29%	0	0	0	0	0.08	0	0.74	200	0:02.80
Makefile.1379012571.10511		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-9.pairwise -d 120916 -c 10 -x 9 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29504	0	14198	4096	34%	0	0	0	0	0.04	0	0.68	174	0:02.11
Makefile.1379012573.2510		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-10.pairwise -d 120916 -c 10 -x 10 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14192	4096	35%	0	0	0	0	0.08	0	0.75	195	0:02.37
Makefile.1379012576.9553		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-11.pairwise -d 120916 -c 10 -x 11 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14198	4096	39%	0	0	0	0	0.05	0	0.78	216	0:02.14
Makefile.1379012578.31918		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-12.pairwise -d 120916 -c 10 -x 12 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14198	4096	29%	0	0	0	0	0.06	0	0.67	224	0:02.51
Makefile.1379012580.32333		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-13.pairwise -d 120916 -c 10 -x 13 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14195	4096	22%	0	0	0	0	0.04	0	0.44	211	0:02.11
Makefile.1379012583.6283		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-14.pairwise -d 120916 -c 10 -x 14 -s 120916 -l 120916.int.bed"	0	0	38	0	38328	29488	0	14196	4096	45%	0	0	0	0	0.09	0	0.64	203	0:01.62
Makefile.1379012584.11024		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-15.pairwise -d 120916 -c 10 -x 15 -s 120916 -l 120916.int.bed"	0	0	39	0	38328	29488	0	14195	4096	37%	0	0	0	0	0.07	0	0.70	182	0:02.06
Makefile.1379012586.752		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-16.pairwise -d 120916 -c 10 -x 16 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14190	4096	37%	0	0	0	0	0.06	0	0.68	177	0:02.01
Makefile.1379012588.4221		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-17.pairwise -d 120916 -c 10 -x 17 -s 120916 -l 120916.int.bed"	0	0	56	0	38328	29488	0	14204	4096	37%	0	0	0	0	0.06	0	0.68	179	0:01.97
Makefile.1379012590.13101		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-18.pairwise -d 120916 -c 10 -x 18 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29488	0	14189	4096	26%	0	0	0	0	0.04	0	0.42	161	0:01.76
Makefile.1379012592.5791		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-19.pairwise -d 120916 -c 10 -x 19 -s 120916 -l 120916.int.bed"	0	0	55	0	38328	29472	0	14206	4096	37%	0	0	0	0	0.08	0	0.74	176	0:02.19
Makefile.1379012594.2610		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-20.pairwise -d 120916 -c 10 -x 20 -s 120916 -l 120916.int.bed"	0	0	40	0	38328	29488	0	14198	4096	41%	0	0	0	0	0.06	0	0.77	195	0:02.02
Makefile.1379012596.8531		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-21.pairwise -d 120916 -c 10 -x 21 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14196	4096	34%	0	0	0	0	0.08	0	0.74	177	0:02.36
Makefile.1379012599.25604		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr10-22.pairwise -d 120916 -c 10 -x 22 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29504	0	14195	4096	37%	0	0	0	0	0.06	0	0.76	196	0:02.21
Makefile.1379012601.2213		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-1.pairwise -d 120916 -c 11 -x 1 -s 120916 -l 120916.int.bed"	0	0	32	0	38328	29488	0	14194	4096	30%	0	0	0	0	0.05	0	0.68	193	0:02.36
Makefile.1379012604.8146		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-2.pairwise -d 120916 -c 11 -x 2 -s 120916 -l 120916.int.bed"	0	0	33	0	38328	29488	0	14191	4096	38%	0	0	0	0	0.06	0	0.72	201	0:02.05
Makefile.1379012606.16167		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-3.pairwise -d 120916 -c 11 -x 3 -s 120916 -l 120916.int.bed"	0	0	32	0	38328	29504	0	14190	4096	37%	0	0	0	0	0.10	0	0.72	188	0:02.17
Makefile.1379012608.15831		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-4.pairwise -d 120916 -c 11 -x 4 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14183	4096	40%	0	0	0	0	0.08	0	0.74	185	0:02.06
Makefile.1379012610.20624		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-5.pairwise -d 120916 -c 11 -x 5 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14197	4096	33%	0	0	0	0	0.06	0	0.68	188	0:02.26
Makefile.1379012612.4001		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-6.pairwise -d 120916 -c 11 -x 6 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14198	4096	39%	0	0	0	0	0.08	0	0.75	189	0:02.10
Makefile.1379012614.31286		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-7.pairwise -d 120916 -c 11 -x 7 -s 120916 -l 120916.int.bed"	0	0	60	0	38328	29504	0	14192	4096	37%	0	0	0	0	0.05	0	0.68	182	0:01.98
Makefile.1379012616.6782		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-8.pairwise -d 120916 -c 11 -x 8 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29504	0	14178	4096	25%	0	0	0	0	0.07	0	0.50	203	0:02.24
Makefile.1379012619.31161		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-9.pairwise -d 120916 -c 11 -x 9 -s 120916 -l 120916.int.bed"	0	0	38	0	38328	29472	0	14176	4096	38%	0	0	0	0	0.08	0	0.75	214	0:02.18
Makefile.1379012621.13464		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-10.pairwise -d 120916 -c 11 -x 10 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29488	0	14202	4096	45%	0	0	0	0	0.07	0	0.68	204	0:01.65
Makefile.1379012623.20889		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-11.pairwise -d 120916 -c 11 -x 11 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14199	4096	35%	0	0	0	0	0.04	0	0.61	229	0:01.84
Makefile.1379012625.3618		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-12.pairwise -d 120916 -c 11 -x 12 -s 120916 -l 120916.int.bed"	0	0	41	0	38328	29488	0	14181	4096	31%	0	0	0	0	0.05	0	0.52	220	0:01.82
Makefile.1379012626.31758		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-13.pairwise -d 120916 -c 11 -x 13 -s 120916 -l 120916.int.bed"	0	0	39	0	38328	29504	0	14199	4096	28%	0	0	0	0	0.04	0	0.60	196	0:02.30
Makefile.1379012629.24121		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-14.pairwise -d 120916 -c 11 -x 14 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14178	4096	37%	0	0	0	0	0.07	0	0.76	170	0:02.22
Makefile.1379012631.9556		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-15.pairwise -d 120916 -c 11 -x 15 -s 120916 -l 120916.int.bed"	0	0	55	0	38328	29488	0	14194	4096	44%	0	0	0	0	0.06	0	0.68	211	0:01.67
Makefile.1379012633.27960		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-16.pairwise -d 120916 -c 11 -x 16 -s 120916 -l 120916.int.bed"	0	0	47	0	38328	29488	0	14205	4096	27%	0	0	0	0	0.06	0	0.69	229	0:02.74
Makefile.1379012635.4632		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-17.pairwise -d 120916 -c 11 -x 17 -s 120916 -l 120916.int.bed"	0	0	42	0	38328	29488	0	14204	4096	31%	0	0	0	0	0.07	0	0.76	191	0:02.67
Makefile.1379012638.1362		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-18.pairwise -d 120916 -c 11 -x 18 -s 120916 -l 120916.int.bed"	0	0	32	0	38328	29488	0	14196	4096	39%	0	0	0	0	0.06	0	0.65	189	0:01.83
Makefile.1379012640.30716		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-19.pairwise -d 120916 -c 11 -x 19 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29488	0	14194	4096	60%	0	0	0	0	0.06	0	0.66	185	0:01.19
Makefile.1379012641.14824		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-20.pairwise -d 120916 -c 11 -x 20 -s 120916 -l 120916.int.bed"	0	0	48	0	38328	29472	0	14199	4096	24%	0	0	0	0	0.06	0	0.43	181	0:02.02
Makefile.1379012643.29052		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-21.pairwise -d 120916 -c 11 -x 21 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14191	4096	37%	0	0	0	0	0.06	0	0.68	187	0:01.99
Makefile.1379012645.549		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr11-22.pairwise -d 120916 -c 11 -x 22 -s 120916 -l 120916.int.bed"	0	0	40	0	38328	29488	0	14198	4096	39%	0	0	0	0	0.08	0	0.75	190	0:02.14
Makefile.1379012648.10181		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-1.pairwise -d 120916 -c 12 -x 1 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29504	0	14200	4096	35%	0	0	0	0	0.05	0	0.65	210	0:01.98
Makefile.1379012650.24687		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-2.pairwise -d 120916 -c 12 -x 2 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29488	0	14185	4096	29%	0	0	0	0	0.05	0	0.65	214	0:02.42
Makefile.1379012652.12294		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-3.pairwise -d 120916 -c 12 -x 3 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14193	4096	22%	0	0	0	0	0.08	0	0.50	207	0:02.64
Makefile.1379012655.3585		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-4.pairwise -d 120916 -c 12 -x 4 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14192	4096	28%	0	0	0	0	0.06	0	0.48	178	0:01.95
Makefile.1379012657.12762		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-5.pairwise -d 120916 -c 12 -x 5 -s 120916 -l 120916.int.bed"	0	0	47	0	38328	29488	0	14188	4096	33%	0	0	0	0	0.08	0	0.74	199	0:02.45
Makefile.1379012659.10551		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-6.pairwise -d 120916 -c 12 -x 6 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14198	4096	29%	0	0	0	0	0.06	0	0.68	203	0:02.49
Makefile.1379012662.2040		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-7.pairwise -d 120916 -c 12 -x 7 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14199	4096	29%	0	0	0	0	0.09	0	0.74	207	0:02.81
Makefile.1379012665.23050		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-8.pairwise -d 120916 -c 12 -x 8 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29504	0	14208	4096	30%	0	0	0	0	0.09	0	0.62	171	0:02.35
Makefile.1379012667.863		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-9.pairwise -d 120916 -c 12 -x 9 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29488	0	14196	4096	39%	0	0	0	0	0.08	0	0.74	173	0:02.09
Makefile.1379012669.11357		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-10.pairwise -d 120916 -c 12 -x 10 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14189	4096	35%	0	0	0	0	0.08	0	0.68	186	0:02.20
Makefile.1379012671.21539		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-11.pairwise -d 120916 -c 12 -x 11 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29504	0	14193	4096	39%	0	0	0	0	0.08	0	0.74	176	0:02.11
Makefile.1379012673.29928		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-12.pairwise -d 120916 -c 12 -x 12 -s 120916 -l 120916.int.bed"	0	0	50	0	38328	29488	0	14194	4096	41%	0	0	0	0	0.08	0	0.73	195	0:01.97
Makefile.1379012675.31139		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-13.pairwise -d 120916 -c 12 -x 13 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29504	0	14194	4096	36%	0	0	0	0	0.05	0	0.76	181	0:02.25
Makefile.1379012678.14702		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-14.pairwise -d 120916 -c 12 -x 14 -s 120916 -l 120916.int.bed"	0	0	51	0	38328	29504	0	14201	4096	39%	0	0	0	0	0.08	0	0.75	176	0:02.08
Makefile.1379012680.5150		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-15.pairwise -d 120916 -c 12 -x 15 -s 120916 -l 120916.int.bed"	0	0	38	0	38328	29488	0	14192	4096	34%	0	0	0	0	0.06	0	0.68	163	0:02.14
Makefile.1379012682.32517		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-16.pairwise -d 120916 -c 12 -x 16 -s 120916 -l 120916.int.bed"	0	0	48	0	38328	29504	0	14202	4096	34%	0	0	0	0	0.08	0	0.66	210	0:02.18
Makefile.1379012684.6264		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-17.pairwise -d 120916 -c 12 -x 17 -s 120916 -l 120916.int.bed"	0	0	41	0	38328	29488	0	14197	4096	33%	0	0	0	0	0.08	0	0.82	232	0:02.71
Makefile.1379012687.25385		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-18.pairwise -d 120916 -c 12 -x 18 -s 120916 -l 120916.int.bed"	0	0	49	0	38328	29488	0	14184	4096	32%	0	0	0	0	0.07	0	0.63	180	0:02.18
Makefile.1379012689.2122		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-19.pairwise -d 120916 -c 12 -x 19 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29504	0	14192	4096	29%	0	0	0	0	0.06	0	0.76	219	0:02.80
Makefile.1379012692.26926		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-20.pairwise -d 120916 -c 12 -x 20 -s 120916 -l 120916.int.bed"	0	0	41	0	38328	29488	0	14191	4096	43%	0	0	0	0	0.05	0	0.63	226	0:01.58
Makefile.1379012694.27866		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-21.pairwise -d 120916 -c 12 -x 21 -s 120916 -l 120916.int.bed"	0	0	48	0	38328	29488	0	14185	4096	38%	0	0	0	0	0.06	0	0.76	220	0:02.14
Makefile.1379012696.8754		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr12-22.pairwise -d 120916 -c 12 -x 22 -s 120916 -l 120916.int.bed"	0	0	38	0	38328	29504	0	14198	4096	21%	0	0	0	0	0.09	0	0.42	229	0:02.37
Makefile.1379012698.27511		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-1.pairwise -d 120916 -c 13 -x 1 -s 120916 -l 120916.int.bed"	0	0	36	0	38328	29488	0	14188	4096	34%	0	0	0	0	0.06	0	0.76	185	0:02.40
Makefile.1379012701.3222		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-2.pairwise -d 120916 -c 13 -x 2 -s 120916 -l 120916.int.bed"	0	0	53	0	38328	29488	0	14201	4096	40%	0	0	0	0	0.07	0	0.70	181	0:01.93
Makefile.1379012703.17465		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-3.pairwise -d 120916 -c 13 -x 3 -s 120916 -l 120916.int.bed"	0	0	40	0	38328	29488	0	14193	4096	38%	0	0	0	0	0.06	0	0.75	184	0:02.16
Makefile.1379012705.8919		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-4.pairwise -d 120916 -c 13 -x 4 -s 120916 -l 120916.int.bed"	0	0	35	0	38328	29488	0	14179	4096	37%	0	0	0	0	0.06	0	0.76	174	0:02.23
Makefile.1379012707.7236		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-5.pairwise -d 120916 -c 13 -x 5 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29504	0	14194	4096	38%	0	0	0	0	0.07	0	0.68	163	0:01.99
Makefile.1379012709.11544		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-6.pairwise -d 120916 -c 13 -x 6 -s 120916 -l 120916.int.bed"	0	0	52	0	38328	29488	0	14197	4096	38%	0	0	0	0	0.07	0	0.75	175	0:02.17
Makefile.1379012712.11966		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-7.pairwise -d 120916 -c 13 -x 7 -s 120916 -l 120916.int.bed"	0	0	46	0	38328	29488	0	14204	4096	28%	0	0	0	0	0.04	0	0.38	183	0:01.49
Makefile.1379012713.10983		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-8.pairwise -d 120916 -c 13 -x 8 -s 120916 -l 120916.int.bed"	0	0	32	0	38328	29504	0	14201	4096	31%	0	0	0	0	0.05	0	0.74	210	0:02.54
Makefile.1379012716.7528		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-9.pairwise -d 120916 -c 13 -x 9 -s 120916 -l 120916.int.bed"	0	0	34	0	38328	29472	0	14181	4096	37%	0	0	0	0	0.05	0	0.70	199	0:02.01
Makefile.1379012718.7219		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-10.pairwise -d 120916 -c 13 -x 10 -s 120916 -l 120916.int.bed"	0	0	37	0	38328	29504	0	14193	4096	38%	0	0	0	0	0.06	0	0.75	222	0:02.14
Makefile.1379012720.10247		0	0	0	"sh -c bash /data/DIV5/SASC/003_scr/scripts/circos/createcircos.sh -b 120916.cov.bed -o 120916.chr13-11.pairwise -d 120916 -c 13 -x 11 -s 120916 -l 120916.int.bed"	0	0	43	0	38328	29488	0	14192	4096	33%	0	0	0	0	0.06	0	0.68	240	0:02.26
